number,id,title,youtube,cohort,topic,narrow,theist_speaker,non_theist_speaker,theist_words,non_theist_words,unknown_words,excluded_words,source_words,teaser_spans,source_note,theist_unsupported,theist_protected_slogan,theist_protected_any,theist_borderline_unsupported,theist_borderline_protected,theist_unsupported_with_emotion,non_theist_unsupported,non_theist_protected_slogan,non_theist_protected_any,non_theist_borderline_unsupported,non_theist_borderline_protected,non_theist_unsupported_with_emotion,theist_unsupported_rate,theist_protected_slogan_rate,theist_protected_any_rate,theist_borderline_unsupported_rate,theist_borderline_protected_rate,non_theist_unsupported_rate,non_theist_protected_slogan_rate,non_theist_protected_any_rate,non_theist_borderline_unsupported_rate,non_theist_borderline_protected_rate
97,holland-grayling-christianity-human-values-2019,Tom Holland vs A. C. Grayling: Did Christianity Give Us Our Human Values?,https://www.youtube.com/watch?v=7eSyz3BaVK8,earlier,Morality & moral foundations,False,Tom Holland,AC Grayling,6207,5256,635,1452,13550,0,"Reviewed all supplied events, 0–1959. The transcript contains substantial recognition errors and several within-event speaker changes. Attribution follows conversational context; U marks inseparably mixed or genuinely uncertain events. No audio or external verification was used. Candidates below are uncertain cases, not confirmed unsupported slogans.",0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.6110842597067827,1.6110842597067827,0.0,0.0,0.0,0.0,0.0
98,craig-grayling-evil-god-reasonable-2011,William Lane Craig vs A. C. Grayling: Is Belief in God Reasonable in Light of Evil?,https://www.youtube.com/watch?v=Vs7ArUMuQyg,earlier,"Evil, suffering & hiddenness",True,William Lane Craig,AC Grayling,8634,7710,245,1285,17874,0,"Reviewed all supplied events, E0–E2590, without tools. The transcript contains substantial transcription errors, omitted audience questions, and events spanning speaker changes. Attribution follows the recoverable exchange; U marks inseparably mixed or unclear events. Findings concern the supplied wording, without audio verification. No edited teaser replays were identifiable.",0,0,8,2,2,0,0,0,0,1,0,0,0.0,0.0,9.26569376882094,2.316423442205235,2.316423442205235,0.0,0.0,0.0,1.297016861219196,0.0
99,jones-jump-digital-physics-god-2019,Michael Jones vs Tom Jump: Does God Exist?,https://www.youtube.com/watch?v=UWCvKiWjV0g,earlier,"Mind, reason & logic",True,Michael Jones,Tom Jump,8477,6724,2347,5119,22667,0,"Reviewed all supplied events E0–E3396. The transcript contains extensive recognition errors, missing punctuation, and events spanning speaker changes. U marks inseparably mixed events or genuinely uncertain attribution. Several supplied anchors include another speaker's questions or interruptions; attribution follows the exchange in context. No edited teaser replay was identifiable. External papers and videos mentioned by speakers were not supplied or independently checked.",1,1,1,0,0,0,1,0,0,1,2,1,1.1796626164916835,1.1796626164916835,1.1796626164916835,0.0,0.0,1.48720999405116,0.0,0.0,1.48720999405116,2.97441998810232
100,jones-dillahunty-emergent-mind-god-2020,Michael Jones vs Matt Dillahunty: Reason to Believe in God?,https://www.youtube.com/watch?v=yGxSf4zJAso,earlier,"Mind, reason & logic",True,Michael Jones,Matt Dillahunty,9151,11996,1210,3499,25856,0,"Reviewed all supplied events, E0–E3724, without tools. The transcript contains substantial automatic-transcription errors and no reliable speaker labels. U marks events containing inseparable speaker changes or genuinely uncertain attribution; quotations preserve the supplied wording. Studies, slides, and external videos were not independently checked. No edited teaser replays were identifiable.",0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0927767457108513,0.0,0.0,0.0,0.0,0.0,0.8336112037345782,0.0
101,woodford-scrivener-religion-poisons-everything-2026,Stephen Woodford vs Glen Scrivener: Does Religion Poison Everything?,https://www.youtube.com/watch?v=8J-WOwrq6bE,earlier,"Religion, culture & meaning",False,Glen Scrivener,Stephen Woodford,7694,5716,1234,688,15332,1,"Reviewed all supplied events. Attribution follows conversational context rather than ideology or the suggested anchors, several of which include replies by the other speaker. U marks events containing inseparable turns or uncertain boundaries. The transcript has transcription errors, censored words, and incomplete overlap marking; no audio or external historical verification was available.",0,0,0,0,0,0,1,0,1,1,2,1,0.0,0.0,0.0,0.0,0.0,1.7494751574527643,0.0,1.7494751574527643,1.7494751574527643,3.4989503149055285
102,woodford-brierley-christianity-rational-2019,Stephen Woodford vs Justin Brierley: Is Christianity Rational?,https://www.youtube.com/watch?v=EfAWALcKf2w,earlier,"Scripture, revelation & doctrine",True,Justin Brierley,Stephen Woodford,8360,4614,729,3031,16734,0,Reviewed all supplied events E0–E2624. Attribution follows conversational context rather than treating the supplied anchors as uninterrupted turns. Several events contain speaker changes; these receive U where whole-event attribution would conflate speakers. The transcript contains apparent transcription errors and lacks audio verification. No edited teaser replays were identifiable.,1,0,4,2,2,1,1,0,0,1,1,1,1.1961722488038278,0.0,4.784688995215311,2.3923444976076556,2.3923444976076556,2.167316861725184,0.0,0.0,2.167316861725184,2.167316861725184
103,woodford-edwards-rational-belief-god-2023,Stephen Woodford vs Simon Edwards: Is It Rational to Believe in God?,https://www.youtube.com/watch?v=g1TlLCSn_5o,earlier,"Evil, suffering & hiddenness",True,Simon Edwards,Stephen Woodford,4006,3865,394,1305,9570,0,"Reviewed all supplied events E0–E1358. The transcript contains transcription errors and events spanning speaker changes; inseparably mixed events are marked U. Attribution follows conversational turns rather than the supplied anchors where those anchors encompass replies. No edited teaser replay was identifiable. Findings concern claim use, not factual accuracy or debate scores.",0,0,0,2,1,0,0,0,0,0,0,0,0.0,0.0,0.0,4.992511233150275,2.4962556165751373,0.0,0.0,0.0,0.0,0.0
104,oconnor-baker-hytch-argument-from-reason-2020,Alex O'Connor vs Max Baker-Hytch: The Argument for God From Reason,https://www.youtube.com/watch?v=kI5j2b7ZtXw,earlier,"Mind, reason & logic",True,Max Baker-Hytch,Alex O'Connor,5310,4622,581,3212,13725,0,"Reviewed all supplied events E0–E1973. The transcript lacks speaker labels and contains transcription errors and events crossing speaker turns; U marks inseparably mixed events or genuinely uncertain attribution. Moderator advocacy is O. No edited teaser replays were identifiable. No confirmed or genuinely uncertain slogan/protection episodes met the requested criteria: disputed explanatory claims were developed as arguments, and later qualifications limited apparent categorical claims.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,peterson-blackmore-god-meaning-life-2018,Jordan Peterson vs Susan Blackmore: Do We Need God to Make Sense of Life?,https://www.youtube.com/watch?v=syP-OtdCIho,earlier,"Religion, culture & meaning",False,Jordan Peterson,Susan Blackmore,4116,2760,711,1446,9033,0,"Reviewed all supplied events E0–E1294. Attribution follows conversational context rather than the anchors, several of which contain speaker changes. The transcript has recognition errors and events spanning turn boundaries; inseparably mixed events are marked U. No audio was supplied. No edited teaser replays were identifiable.",0,0,1,3,3,0,0,0,0,0,0,0,0.0,0.0,2.4295432458697763,7.288629737609329,7.288629737609329,0.0,0.0,0.0,0.0,0.0
107,lennox-ruse-science-faith-evidence-god-2018,"John Lennox vs Michael Ruse: Science, Faith, and the Evidence for God",https://www.youtube.com/watch?v=yrnXdzQRISM,earlier,"Cosmology, science & design",True,John Lennox,Michael Ruse,3760,3618,418,1424,9220,0,"Reviewed all supplied events, E0–E1295. The transcript contains transcription errors and several speaker changes within individual events; inseparably mixed events are marked U. No audio was supplied. The advertised audience Q&A is absent. No edited replay teasers were identifiable.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,ward-ruse-mind-consciousness-god-2013,"Keith Ward vs Michael Ruse: Mind, Consciousness, and God",https://www.youtube.com/watch?v=nOy29aP7wDc,earlier,"Mind, reason & logic",True,Keith Ward,Michael Ruse,3034,3851,359,7604,14848,0,"Reviewed all supplied events E0–E2128. The transcript lacks speaker labels and contains transcription errors and events crossing speaker turns. U marks substantive mixed turns or unresolved attribution; brief acknowledgments are assigned with the surrounding substantive turn. Documentary inserts are O, not identified editorial replays. Advertisements, closing conversation, and listener correspondence about other debates are excluded from A/B speech. No audio verification was performed.",0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.596728122565567,0.0
109,mclatchie-oconnor-theism-naturalism-reality-2022,Jonathan McLatchie vs Alex O'Connor: Theism or Naturalism?,https://www.youtube.com/watch?v=rnIQFI1pYLM,earlier,General theism & naturalism,True,Jonathan McLatchie,Alex O'Connor,10139,12473,547,3682,26841,0,"Reviewed all supplied events, E0–E3925. The transcript contains recognition errors, occasional missing words, and events spanning speaker changes; inseparably mixed events are marked U. Attribution uses conversational context, not presumed ideology. The narrated biology animation is O. No edited teaser replay was identifiable. Findings concern the supplied wording, without audio verification or independent verification of factual claims.",2,0,3,1,3,2,0,0,0,0,0,0,1.9725811223986587,0.0,2.958871683597988,0.9862905611993293,2.958871683597988,0.0,0.0,0.0,0.0,0.0
112,copan-woodford-belief-god-reasonable-2024,Paul Copan vs Stephen Woodford: Is Belief in God Reasonable?,https://www.youtube.com/watch?v=qQda8Cywqvo,earlier,General theism & naturalism,True,Paul Copan,Stephen Woodford,7880,4272,262,1700,14114,0,"Reviewed all supplied events E0–E2084. The transcript contains substantial recognition errors, missing speech around E183–E186, and indistinct audience questions. Attribution follows conversational turns rather than ideology; events containing inseparable turn boundaries are U. No edited teaser replay was identifiable. Findings concern textual uses, not the truth of entire worldviews.",0,0,1,3,3,0,1,0,0,0,1,1,0.0,0.0,1.2690355329949239,3.8071065989847717,3.8071065989847717,2.3408239700374533,0.0,0.0,0.0,2.3408239700374533
113,dirckx-woodford-god-suffering-2024,Sharon Dirckx vs Stephen Woodford: Why Doesn't God Stop Suffering?,https://www.youtube.com/watch?v=PQetkofYXvI,earlier,"Evil, suffering & hiddenness",True,Sharon Dirckx,Stephen Woodford,4820,4690,278,2610,12398,3,"Reviewed all supplied events. This is a text-only annotation; transcription errors, omitted audience questions, and speaker changes within individual events limit precision. U marks unresolved or inseparably mixed speech. Quotations preserve the supplied wording. Referenced books, earlier debates, and private miracle evidence were not supplied.",3,3,4,1,1,2,0,0,0,1,1,0,6.224066390041494,6.224066390041494,8.298755186721992,2.074688796680498,2.074688796680498,0.0,0.0,0.0,2.1321961620469083,2.1321961620469083
114,dirckx-goff-consciousness-points-god-2019,Sharon Dirckx vs Philip Goff: Does Consciousness Point to God?,https://www.youtube.com/watch?v=Ef2vvT5GfoE,earlier,"Mind, reason & logic",True,Sharon Dirckx,Philip Goff,3874,3738,46,3870,11528,0,"Reviewed all supplied events E0–E1909. Attribution follows conversational turns, with U for unresolved short interjections or mixed events. The text has transcription errors and lacks audio speaker labels. No edited teaser replay is identifiable. No unsupported slogan is confirmed; one potentially protective statement remains uncertain after considering its supporting distinction and qualifications.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,bertuzzi-schieber-evil-evidence-2019,Cameron Bertuzzi vs Justin Schieber: The Problem of Evil,https://www.youtube.com/watch?v=huOwbSrl-xw,earlier,"Evil, suffering & hiddenness",True,Cameron Bertuzzi,Justin Schieber,5721,4864,18,216,10819,0,"Reviewed all supplied events, E0–E1744. The transcript contains recognition errors and some speaker changes within events; quotations preserve its wording. No edited teaser is identifiable. E1620–E1637 contains an immediate repetition or recording restart, retained as B's speech because editorial replay cannot be established from the text. No confirmed unsupported slogan was identified; candidates concern explicit or uncertain protection against criticism.",0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,3.4958923265163433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,bertuzzi-oconnor-contingency-argument-2018,Alex O'Connor vs Cameron Bertuzzi: Something From Nothing?,https://www.youtube.com/watch?v=DGpkGRoLBQ8,earlier,"Cosmology, science & design",True,Cameron Bertuzzi,Alex O'Connor,4887,3747,536,4220,13390,0,"Reviewed all supplied events E0–E1888. Attribution uses conversational context; U marks events containing inseparable speaker changes. The transcript contains recognition errors and lacks audio or explicit turn labels, limiting exact boundary attribution. No confirmed or genuinely uncertain qualifying slogan or protection episode was identified. Disputed premises, deferred defenses, analogies, and statements of personal confidence were assessed with their surrounding reasons and qualifications.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,hernandez-schieber-god-existence-2023,Eric Hernandez vs Justin Schieber: Does God Exist?,https://www.youtube.com/watch?v=sy1lUHGIQCQ,earlier,"Evil, suffering & hiddenness",True,Eric Hernandez,Justin Schieber,8591,9366,916,3781,22654,0,"Reviewed all supplied events E0–E3541. This is an unverified text transcript with transcription errors, missing slide content, and speaker changes within some events. U marks inseparably mixed or genuinely uncertain events. Context overrides the supplied anchors where necessary, notably E1855–E1861. No edited teaser replay was identifiable.",2,0,1,0,1,2,0,0,0,0,0,0,2.3280176929344663,0.0,1.1640088464672331,0.0,1.1640088464672331,0.0,0.0,0.0,0.0,0.0
119,jones-oconnor-hell-2023,Michael Jones vs Alex O'Connor: Does God Send People to Hell?,https://www.youtube.com/watch?v=kOzmwGmiDHQ,earlier,"Evil, suffering & hiddenness",True,Michael Jones,Alex O'Connor,8240,5529,89,658,14516,3,"Reviewed all supplied events E0–E2205. Attribution follows conversational context; U marks events containing inseparable speaker changes. The transcript contains transcription errors and brief interjections without speaker labels; no audio was supplied. Findings concern rhetorical use, not the truth of either position.",0,0,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,1.2135922330097086,1.2135922330097086,0.0,0.0,0.0,0.0,0.0
120,mclatchie-oconnor-christianity-true-2019,Jonathan McLatchie vs Alex O'Connor: Is Christianity True?,https://www.youtube.com/watch?v=woqy13ZkeqM,earlier,"Scripture, revelation & doctrine",True,Jonathan McLatchie,Alex O'Connor,6704,6280,527,1450,14961,0,"Reviewed all supplied events, E0–E2137. The transcript contains substantial recognition errors, missing or unintelligible audience questions, and events containing speaker changes. U marks inseparably mixed events; brief acknowledgments within otherwise identifiable turns do not change attribution. No edited teaser replays were identifiable. Findings concern the supplied wording, without audio verification.",0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5923566878980893,1.5923566878980893
121,dawkins-lennox-science-buried-god-2017,Richard Dawkins vs John Lennox: Has Science Buried God?,https://www.youtube.com/watch?v=OVEuQg_Mglw,earlier,"Cosmology, science & design",True,John Lennox,Richard Dawkins,5673,4823,343,1991,12830,0,Reviewed all supplied events E0–E1941. Attribution follows conversational context rather than treating the supplied anchors as uninterrupted turns. Some events contain both speakers and are marked U. The transcript has apparent recognition errors and no audio or explicit turn labels. The closing edited snippets cannot securely be identified as replays or assigned to speakers from this text alone.,0,0,1,1,0,0,1,1,1,2,2,1,0.0,0.0,1.7627357659086902,1.7627357659086902,0.0,2.073398299813394,2.073398299813394,2.073398299813394,4.146796599626788,4.146796599626788
122,horn-oconnor-god-existence-2020,Trent Horn vs Alex O'Connor: Does God Exist?,https://www.youtube.com/watch?v=5PF1JgXOKDQ,earlier,"Evil, suffering & hiddenness",True,Trent Horn,Alex O'Connor,10203,11355,127,3890,25575,0,"Reviewed all supplied events E0–E3796. Attribution follows conversational turns, not ideological content. The transcript contains transcription errors and several events combining speakers; these are marked U where inseparable. No audio or external sources were consulted. No edited teaser replays were identified.",0,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.9801038910124473,0.9801038910124473,0.0,0.0,0.0,0.0,0.0,0.0
123,oconnor-pine-divine-hiddenness-2024,Gregory Pine vs Alex O'Connor: The Divine Hiddenness Problem,https://www.youtube.com/watch?v=8k9A7d2Wnjk,earlier,"Evil, suffering & hiddenness",True,Gregory Pine,Alex O'Connor,9582,8212,368,1312,19474,0,"Reviewed all supplied events, E0–E2705. Attribution uses conversational turns, including brief replies, rather than ideological content. U marks events containing inseparable speaker changes. The transcript contains transcription errors and lacks audio or explicit speaker labels; quotations preserve its wording. Opening introductions and discussion-format preliminaries are excluded as housekeeping. No identifiable edited replay appears in the supplied text.",0,0,1,4,4,0,0,0,0,0,0,0,0.0,0.0,1.0436234606553956,4.174493842621582,4.174493842621582,0.0,0.0,0.0,0.0,0.0
124,harris-peterson-god-atheism-bible-2018,"Sam Harris vs Jordan Peterson: God, Atheism, The Bible, Jesus",https://www.youtube.com/watch?v=jey_CzIOfYE,earlier,"Religion, culture & meaning",False,Jordan Peterson,Sam Harris,8178,8228,1978,3288,21672,0,"Reviewed all supplied events E0–E3100. The transcript lacks speaker labels and contains substantial transcription errors, overlapping turns, and acknowledgments embedded within events. U marks inseparably mixed or genuinely uncertain events; quotations preserve the supplied wording. Attribution follows conversational context rather than treating identification anchors as uninterrupted speaker blocks. No edited teaser replay was identifiable.",0,0,0,1,1,0,0,0,1,0,0,0,0.0,0.0,0.0,1.2227928588897041,1.2227928588897041,0.0,0.0,1.215362177929023,0.0,0.0
126,craig-clifton-kalam-cosmological-argument-2021,William Lane Craig vs Scott Clifton: The Kalam Cosmological Argument,https://www.youtube.com/watch?v=TmYCwjU_5Wc,earlier,"Cosmology, science & design",True,William Lane Craig,Scott Clifton,4025,4298,161,1139,9623,0,"Reviewed all supplied events E0–E1558. Attribution follows conversational turns rather than ideology; U marks events containing inseparable speaker changes. The transcript contains recognition errors, an audio interruption at E495–E499, and a truncated promotional ending. No edited teaser replay was identified. Findings concern claim use, not the truth of either position.",0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.968944099378882,0.0,0.0,0.0,0.0,0.0,0.0
127,slick-clifton-objective-morality-god-2014,Matt Slick vs Scott Clifton: Does Objective Morality Require God?,https://www.youtube.com/watch?v=uJeKS705aXs,earlier,Morality & moral foundations,True,Matt Slick,Scott Clifton,8148,8094,2303,1626,20171,0,"Reviewed all supplied events, E0–E2834, without tools. Attribution follows conversational turns rather than the supplied broad anchors, several of which contain exchanges. U marks events with mixed speech or unresolved turn boundaries. The transcript lacks speaker labels and contains apparent recognition errors, interruptions, and fragmentary passages; exact quotations preserve its wording. No edited teaser replay was identifiable.",1,0,6,2,1,0,0,0,0,0,0,0,1.2272950417280315,0.0,7.363770250368188,2.454590083456063,1.2272950417280315,0.0,0.0,0.0,0.0,0.0
128,craig-law-evil-god-challenge-2011,William Lane Craig vs Stephen Law: Does God Exist?,https://www.youtube.com/watch?v=APfd7B3CEhI,earlier,"Evil, suffering & hiddenness",True,William Lane Craig,Stephen Law,7252,8896,535,1817,18500,0,"Reviewed all supplied events E0–E2764. The transcript contains recognition errors and frequent speaker changes within single events; inseparable changes are marked U. Attribution follows conversational context rather than ideology. No edited teaser replays were identifiable. Findings concern claim use in this transcript, not the independent truth of scientific or historical claims.",0,0,4,0,0,0,0,0,0,0,0,0,0.0,0.0,5.515719801434087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,licona-carrier-resurrection-history-2010,Mike Licona vs Richard Carrier: Did Jesus Rise From the Dead?,https://www.youtube.com/watch?v=0IpKHdVLZb4,earlier,Resurrection & historical evidence,True,Michael Licona,Richard Carrier,10308,12019,2832,2348,27507,0,"Reviewed all supplied events, E0–E1570. The transcript contains recognition errors, missing punctuation, and numerous speaker changes within events; U marks those mixed events where a single attribution would be misleading. Attribution follows conversational context rather than the supplied anchors where an anchor includes another speaker's reply. No edited teaser replays were identifiable. Findings concern textual uses, not the truth of historical claims.",1,1,3,2,2,1,0,0,0,0,0,0,0.9701202949165697,0.9701202949165697,2.910360884749709,1.9402405898331394,1.9402405898331394,0.0,0.0,0.0,0.0,0.0
136,douthat-ehrman-resurrection-gospel-history-2026,Ross Douthat vs Bart Ehrman: Did Jesus Rise From the Dead?,https://www.youtube.com/watch?v=V7EwdZ0Z_gc,earlier,Resurrection & historical evidence,True,Ross Douthat,Bart Ehrman,5055,8358,269,670,14352,2,"Reviewed all supplied events E0–E2000. Attribution follows conversational turns rather than the supplied anchors where they span interruptions. The transcript lacks speaker labels and contains transcription errors and merged turns; U marks inseparable or genuinely uncertain events. Findings concern these speakers' uses, not doctrines or reasoning they merely report.",0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1964584828906437,0.0,0.0
137,price-craig-resurrection-historical-analogy-1999,Robert Price vs William Lane Craig: Did Jesus Rise From the Dead?,https://www.youtube.com/watch?v=Pba-YNVWaa0,earlier,Resurrection & historical evidence,True,William Lane Craig,Robert Price,8314,11051,208,4380,23953,1,"Reviewed all supplied events. The transcript contains transcription errors, cut speech, and a duplicated passage. Attribution follows conversational context; events containing inseparable speaker transitions are U. Quoted religious claims and opponents' writings are distinguished from the speaker's own endorsements. No opening teaser was identified.",0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.904895484571532,0.0,0.0
138,albrecht-price-bodily-resurrection-2022,William Albrecht vs Robert Price: Did Jesus Bodily Rise from the Dead?,https://www.youtube.com/watch?v=CqpFmw4pwrY,earlier,Resurrection & historical evidence,True,William Albrecht,Robert Price,9588,5613,286,2938,18425,0,"Reviewed all supplied events E0–E2867. Attribution follows conversational turns, including short interruptions; U marks events containing inseparable speaker changes or uncertain fragments. The transcript has substantial transcription errors, especially in names and Greek terms, and no reliable speaker labels. Quotations preserve its wording. Findings concern textual use, not historical accuracy. No identifiable edited teaser replays were present.",0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0859407592824364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,adelstein-dillahunty-belief-god-2025,Matthew Adelstein vs Matt Dillahunty: Should We Believe in God?,https://www.youtube.com/watch?v=vHxAw5-RXIw,earlier,"Cosmology, science & design",True,Matthew Adelstein,Matt Dillahunty,10049,9453,453,1968,21923,0,Reviewed all supplied events E0–E3235. Attribution follows conversational context rather than ideology. U marks events containing inseparable speaker changes; O includes procedural exchanges and promotional remarks. The transcript contains recognition errors and lacks reliable speaker labels or audio verification. External articles and papers mentioned by speakers were not supplied. No edited teaser replays were identifiable.,0,0,2,0,0,0,1,0,0,1,1,0,0.0,0.0,1.9902477858493381,0.0,0.0,1.0578652279699565,0.0,0.0,1.0578652279699565,1.0578652279699565
140,rhodes-dillahunty-evidence-god-2021,Kenny Rhodes vs Matt Dillahunty: Is There Evidence for God?,https://www.youtube.com/watch?v=i0Q_KMN64bk,earlier,General theism & naturalism,True,Kenny Rhodes,Matt Dillahunty,6477,9093,893,12089,28552,0,"Reviewed all supplied events E0-E4917. Attribution follows conversational turns rather than treating identification anchors as uniform speaker blocks. Several events contain interleaved speakers and are marked U. The supplied text has transcription errors, missing punctuation, and reported audio glitches; no audio verification was performed. O includes questions read by the moderator, housekeeping, unrelated biography, music, and the entire post-debate segment. No identifiable edited replay of substantive debate speech appears.",1,0,0,3,2,0,1,0,0,0,0,1,1.543924656476764,0.0,0.0,4.6317739694302915,3.087849312953528,1.0997470581766193,0.0,0.0,0.0,0.0
141,fischer-dillahunty-axiomatic-evidence-god-2020,Ben Fischer vs Matt Dillahunty: Is There Good Evidence for God?,https://www.youtube.com/watch?v=KByryLId3dQ,earlier,General theism & naturalism,True,Ben Fischer,Matt Dillahunty,9673,10579,632,5890,26774,0,"Reviewed all supplied events, E0–E4713, using the transcript alone. Transcription errors, missing audio during the connection failure, and events containing multiple speakers limit precise attribution. U marks inseparable or genuinely uncertain turns; identification anchors were checked against local exchanges. Musical bookends and housekeeping are excluded. No edited debate teasers were identifiable. Findings concern these particular uses, not the truth of either speaker's worldview.",0,0,2,2,2,0,0,0,0,0,0,0,0.0,0.0,2.0676108756332057,2.0676108756332057,2.0676108756332057,0.0,0.0,0.0,0.0,0.0
142,comfort-dillahunty-gospel-atonement-2020,Ray Comfort vs Matt Dillahunty: Does the Gospel Make Sense?,https://www.youtube.com/watch?v=cRCbvfyiu0s,earlier,"Scripture, revelation & doctrine",True,Ray Comfort,Matt Dillahunty,7876,9526,240,5393,23035,0,"Reviewed all supplied events, E0–E3518, using only the retained text. Apparent transcription errors and unmarked speaker changes limit some attribution; inseparably mixed events are U. O includes social preliminaries, promotions, housekeeping, and closing music. No edited replay was identifiable. Quotations preserve the supplied wording. Findings concern particular claim uses, not speakers' overall positions.",13,11,24,2,3,11,1,0,0,0,0,0,16.505840528186898,13.966480446927374,30.472320975114272,2.5393600812595225,3.809040121889284,1.0497585555322275,0.0,0.0,0.0,0.0
143,vela-dillahunty-transcendental-evidence-god-2020,Tyler Vela vs Matt Dillahunty: Is There Good Evidence for God?,https://www.youtube.com/watch?v=kf0Us__r9SQ,earlier,"Mind, reason & logic",True,Tyler Vela,Matt Dillahunty,11319,10543,225,2778,24865,0,"Reviewed all supplied events E0–E3797. Attribution uses conversational continuity, not ideology. Some events combine a speaker change within one caption; these are U where the voices cannot be separated at event level. The transcript contains apparent transcription errors and connection interruptions; no audio was supplied for verification. No edited teaser replay was identified. Findings concern the uses of claims, not their truth or debate performance.",0,0,0,0,0,0,1,0,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.9484966328369534,0.0,0.9484966328369534,0.0,0.9484966328369534
144,plantinga-dennett-evolution-naturalism-2018,"Alvin Plantinga vs Daniel Dennett: Science, Religion, and Evolution",https://www.youtube.com/watch?v=f06J2R4MwGA,earlier,"Cosmology, science & design",True,Alvin Plantinga,Daniel Dennett,8993,5867,49,1365,16274,0,"Reviewed all supplied events E0–E2884. Attribution follows introductions, turn continuity, and conversational responses, not ideology. The transcript contains substantial recognition errors, missing visual material, and several mixed or uncertain turn boundaries; quotations preserve its wording. No edited teaser replay is identifiable.",0,0,2,0,0,0,0,0,0,1,1,0,0.0,0.0,2.223951962637607,0.0,0.0,0.0,0.0,0.0,1.7044486108743822,1.7044486108743822
145,dennett-dsouza-god-human-invention-2007,Daniel Dennett vs Dinesh D'Souza: Is God a Human Invention?,https://www.youtube.com/watch?v=ocZh8vhz_Hs,earlier,"Religion, culture & meaning",False,Dinesh D'Souza,Daniel Dennett,10972,6883,13,2582,20450,0,"Reviewed all supplied events E0–E3056. Attribution relies on conversational continuity and speaker turns, not ideology. The transcript contains transcription errors, uncertain short interjections, and references to slides and books unavailable here. Quotations preserve its wording. No identifiable edited teaser replay appears in the supplied text.",0,0,0,1,1,0,1,0,0,0,0,1,0.0,0.0,0.0,0.911410864017499,0.911410864017499,1.4528548597995061,0.0,0.0,0.0,0.0
147,dennett-clayton-naturalism-ultimate-reality-2012,Daniel Dennett vs Philip Clayton: Naturalism and Ultimate Reality,https://www.youtube.com/watch?v=h-I_9e5qxnc,earlier,"Mind, reason & logic",True,Philip Clayton,Daniel Dennett,4412,4879,510,817,10618,0,Reviewed all supplied events E0–E1554. Attribution follows conversational turns rather than ideology or anchors alone; several anchor ranges contain interruptions. U marks events containing inseparable speaker changes or unresolved attribution. The transcript has transcription errors and lacks audio verification. No edited teaser replays were identified.,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0496003279360524,2.0496003279360524
148,baggett-dillahunty-moral-argument-2018,David Baggett vs Matt Dillahunty: The Moral Argument for God,https://www.youtube.com/watch?v=YWeOWtmCoCs,earlier,Morality & moral foundations,True,David Baggett,Matt Dillahunty,10127,7664,669,1569,20029,0,"Reviewed all supplied events, E0–E2828. Attribution follows conversational turns rather than ideological content. The transcript lacks speaker labels and contains transcription errors and several events spanning speaker changes; these are marked U where inseparable. No audio was supplied. No edited teaser replay was identifiable.",0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3048016701461378,0.0
